1.001	0.000	14.706	1	
2.010	15.001	21.634	1	
1.002	56.929	17.061	1	
2.009	74.285	19.509	1	
1.003	114.089	20.384	1	
2.008	134.767	15.932	1	
1.004	170.994	20.643	1	
2.007	191.931	21.446	1	
1.005	233.672	20.066	1	
2.006	254.033	25.672	1	
1.006	300.000	25.672	1	
2.005	325.967	20.066	1	
1.007	366.328	21.446	1	
2.004	388.069	20.643	1	
1.008	429.006	15.932	1	
2.003	445.233	20.384	1	
1.009	485.911	19.509	1	
2.002	505.715	17.061	1	
1.010	543.071	21.634	1	
2.001	564.999	14.706	1
