order	word1	word2	word1e	word2e	easiness
597	haul	freight	2.216	-1.186	0.515
92	clumsy	acrobat	0.743	0.281	0.512
1511	outcome	consequence	0.821	0.185	0.503
344	tennis	croquet	3.732	-2.73	0.501
711	coffin	morgue	2.164	-1.171	0.497
1401	freight	lumber	-1.186	2.18	0.497
1854	cannon	mortar	2.641	-1.655	0.493
965	performer	trapeze	2.214	-1.275	0.469
1121	sperm	fertile	0.935	-0.004	0.466
1513	lice	itch	-2.989	3.913	0.462
179	choral	recital	0.056	0.863	0.459
514	pimple	blister	-1.389	2.293	0.452
750	burrow	woodland	-0.604	1.442	0.419
380	orchestra	composer	0.637	0.189	0.413
860	algebra	alphabet	-1.999	2.812	0.406
1383	bristle	pore	-0.293	1.102	0.405
506	ripe	wither	1.727	-0.928	0.4
366	flue	soot	-0.733	1.507	0.387
65	rigid	spasm	0.702	0.071	0.386
1198	rattlesnake	venom	-0.603	1.375	0.386
1855	crime	homicide	4.024	-3.253	0.386
766	investigation	suspect	-1.36	2.127	0.384
90	glitter	gleam	2.381	-1.633	0.374
386	spare	mercy	1.384	-0.645	0.37
58	captain	mutiny	3.424	-2.699	0.362
467	slave	obedient	3.652	-2.928	0.362
869	carnation	petal	-2.519	3.243	0.362
47	sash	girdle	1.808	-1.087	0.36
1173	working	productive	2.636	-1.916	0.36
91	tempt	fate	0.437	0.265	0.351
867	corkscrew	utensil	-0.651	1.353	0.351
1467	owner	proprietor	4.408	-3.713	0.347
653	authentic	antique	-1.26	1.94	0.34
216	temptation	sin	-2.096	2.763	0.334
212	appointment	interview	-0.507	1.143	0.318
729	suspect	motive	2.127	-1.492	0.318
1024	plot	thwart	3.423	-2.79	0.316
1412	justify	guilt	-1.175	1.804	0.315
1516	lecturer	institute	-0.44	1.067	0.313
1592	vary	flexibility	2.141	-1.531	0.305
292	triangle	hexagon	3.3	-2.695	0.303
404	foundation	construction	-0.302	0.883	0.29
1169	faster	acceleration	4.5	-3.932	0.284
64	convent	cathedral	0.379	0.182	0.281
759	electricity	circuit	0.8	-0.237	0.281
129	fact	truism	5.784	-5.254	0.265
1055	ornament	adorn	2.494	-1.97	0.262
1777	feast	festivity	2.572	-2.048	0.262
1411	discussion	dispute	1.672	-1.152	0.26
306	magnate	company	-4.826	5.342	0.258
134	priest	pious	4.117	-3.615	0.251
1350	rabbi	synagogue	2.383	-1.888	0.248
942	measure	finite	3.639	-3.146	0.247
1418	substitute	educator	0.989	-0.519	0.235
384	portion	quantity	1.782	-1.314	0.234
157	supply	ration	2.074	-1.612	0.231
1174	statement	inquiry	1.349	-0.915	0.217
828	herring	carp	0.225	0.167	0.196
1566	carp	herring	0.167	0.225	0.196
84	bungalow	mansion	-2.708	3.087	0.189
1064	government	administration	2.778	-2.406	0.186
1260	rebel	revolt	1.186	-0.844	0.171
1518	reflex	spasm	0.247	0.071	0.159
1582	glad	disappointed	4.372	-4.064	0.154
70	shutter	projector	0.853	-0.574	0.139
540	compliment	admire	-1.119	1.387	0.134
510	recruit	corps	0.02	0.244	0.132
166	captive	hostage	-0.1	0.358	0.129
1081	avalanche	glacier	-1.002	1.26	0.129
1406	dreamer	thinker	-0.058	0.306	0.124
424	underworld	demon	-2.402	2.644	0.121
1594	sin	salvation	2.763	-2.524	0.12
167	tense	anxiety	0.321	-0.102	0.11
503	scholar	lecturer	0.651	-0.44	0.106
950	cinder	furnace	0.692	-0.491	0.101
953	gush	drizzle	-0.278	0.463	0.093
1625	emotion	passion	1.436	-1.259	0.089
723	volt	coil	-0.667	0.838	0.085
1263	slime	vile	2.126	-1.956	0.085
731	stupid	dolt	4.577	-4.41	0.084
1063	leaflet	font	-0.774	0.927	0.076
1290	substance	molecule	0.338	-0.189	0.075
748	terror	dread	0.663	-0.514	0.074
193	denial	grief	-0.452	0.581	0.064
992	understanding	honesty	-1.25	1.358	0.054
1069	scorpion	rattlesnake	0.71	-0.603	0.053
1296	amuse	entertain	-0.394	0.5	0.053
626	warbler	beak	-2.904	2.965	0.03
432	interruption	pause	-2.072	2.13	0.029
1617	management	employment	0.507	-0.481	0.013
631	chuckle	yelp	1.065	-1.051	0.007
293	primary	originate	1.775	-1.763	0.006
375	effort	determination	2.878	-2.867	0.005
142	satin	flannel	0.49	-0.486	0.002
1826	throat	gullet	4.931	-4.927	0.002
861	vague	context	-0.387	0.37	-0.009
831	soar	flutter	1.036	-1.063	-0.013
315	disappoint	regret	0.258	-0.311	-0.026
1040	lynx	boar	-0.81	0.735	-0.038
962	hunger	glut	2.28	-2.368	-0.044
360	leek	asparagus	-1.078	0.94	-0.069
1291	decorate	adorn	1.826	-1.97	-0.072
761	principle	moral	-0.773	0.626	-0.073
1134	wick	flicker	1.461	-1.628	-0.084
275	keel	mast	-0.976	0.793	-0.091
182	magician	illusion	1.633	-1.817	-0.092
357	carbon	emission	1.197	-1.38	-0.092
87	variety	abundance	1.982	-2.182	-0.1
1531	admission	requirement	-0.206	0.007	-0.1
1630	permission	clearance	1.173	-1.372	-0.1
868	eerie	wail	-0.82	0.617	-0.102
401	silence	calmness	3.642	-3.885	-0.121
271	pouch	sheepskin	2.48	-2.726	-0.123
170	scarlet	blush	-1.556	1.296	-0.13
250	coral	algae	2.059	-2.376	-0.159
1261	aspirin	morphine	2.171	-2.49	-0.16
1576	spire	steeple	-0.712	0.384	-0.164
760	protection	sanctuary	0.169	-0.516	-0.173
840	stunt	somersault	0.946	-1.304	-0.179
1153	duel	fencing	0.363	-0.736	-0.186
618	acrobat	juggler	0.281	-0.654	-0.187
175	insult	compliment	0.743	-1.119	-0.188
1526	frenzy	fury	-1.13	0.753	-0.188
1808	hatchet	cleaver	0.348	-0.725	-0.188
1626	beginning	prelude	2.403	-2.793	-0.195
1800	pedal	ignition	3.341	-3.751	-0.205
1602	belle	dame	-0.778	0.336	-0.221
177	rugged	jagged	-0.816	0.369	-0.223
1600	cuisine	bland	-0.975	0.527	-0.224
644	construction	demolish	0.883	-1.337	-0.227
523	retreat	surrender	-0.51	0.035	-0.237
1783	determination	strength	-2.867	2.38	-0.244
1177	crucifix	rosary	-0.887	0.394	-0.247
1883	commercial	franchise	2.699	-3.193	-0.247
89	squeak	clang	1.305	-1.81	-0.252
295	led	conquest	0.857	-1.388	-0.266
361	marry	dowry	4.788	-5.361	-0.287
73	numb	agony	0.002	-0.589	-0.293
1302	medallion	bronze	-2.234	1.63	-0.302
77	evidence	motive	0.887	-1.492	-0.303
277	surface	expanse	2.584	-3.197	-0.306
1168	beehive	honeycomb	0.34	-0.952	-0.306
1280	soprano	choral	-0.678	0.056	-0.311
264	germ	disinfectant	3.939	-4.573	-0.317
1138	math	calculus	4.447	-5.091	-0.322
1387	curse	omen	2.067	-2.719	-0.326
1831	omen	curse	-2.719	2.067	-0.326
102	handkerchief	shawl	-1.408	0.749	-0.33
599	hairpin	adorn	1.303	-1.97	-0.333
85	ceremony	procession	1.903	-2.603	-0.35
634	principal	expulsion	2.631	-3.342	-0.356
394	prosecutor	testimony	-0.535	-0.185	-0.36
430	gallant	fellow	-3.537	2.809	-0.364
623	abyss	plunge	-1.997	1.27	-0.364
507	crisis	depression	1.471	-2.22	-0.374
1890	polish	manicure	2.496	-3.246	-0.375
1265	fleece	horsehair	0.164	-0.939	-0.387
283	goblet	flask	-1.545	0.759	-0.393
735	frill	streamer	-0.161	-0.64	-0.4
367	crush	pummel	2.784	-3.586	-0.401
945	cult	ritual	0.019	-0.837	-0.409
1618	succeed	prosper	0.956	-1.802	-0.423
421	exception	outsider	-0.839	-0.015	-0.427
595	career	ambition	1.704	-2.6	-0.448
1540	unsuccessful	attempt	-3.465	2.541	-0.462
863	piping	tablespoon	-2.474	1.54	-0.467
1292	sycamore	cedar	-2.425	1.486	-0.469
429	arrangement	agreement	-2.065	1.12	-0.473
355	plank	prow	1.855	-2.804	-0.474
1122	design	logos	3.151	-4.102	-0.475
699	mast	rudder	0.793	-1.749	-0.478
854	trombone	saxophone	-0.035	-0.935	-0.485
1310	conclusion	logic	-0.496	-0.486	-0.491
363	riot	unrest	0.991	-1.978	-0.493
376	muzzle	revolver	0.233	-1.225	-0.496
538	rendezvous	contact	-4.462	3.463	-0.499
1139	chic	drab	1.284	-2.301	-0.509
408	albatross	perch	-2.957	1.906	-0.525
48	timber	underbrush	3.125	-4.18	-0.527
1833	conscience	guilt	-2.863	1.804	-0.529
1182	dogma	religion	-2.99	1.902	-0.544
1408	lode	miner	-3.937	2.842	-0.548
1934	sane	madness	0.36	-1.456	-0.548
1284	thicket	thistle	0.425	-1.539	-0.557
1529	dreary	cheerful	-0.917	-0.199	-0.558
534	surrender	truce	0.035	-1.172	-0.568
1066	theory	hypothesis	1.521	-2.666	-0.573
1621	parliament	council	-2.11	0.95	-0.58
1423	corporation	executive	-2.049	0.87	-0.589
60	hue	palette	-0.157	-1.079	-0.618
74	finance	audit	-0.925	-0.312	-0.619
1199	mechanical	invention	-0.786	-0.459	-0.622
1313	happiness	rejoice	0.481	-1.725	-0.622
607	rung	jangle	-0.057	-1.192	-0.625
1829	reason	justification	3.796	-5.059	-0.632
1036	oboe	clarinet	-0.907	-0.358	-0.633
163	cruel	heartless	1.772	-3.055	-0.642
1250	leather	cowhide	3.42	-4.708	-0.644
1141	scotch	brandy	-0.467	-0.824	-0.645
67	harsh	bleak	0.159	-1.462	-0.651
810	alter	distortion	2.525	-3.826	-0.651
180	squint	scowl	0.06	-1.366	-0.653
1520	scowl	squint	-1.366	0.06	-0.653
289	thud	clang	0.475	-1.81	-0.667
608	burner	kerosene	1.211	-2.606	-0.697
1584	mosque	monastery	-1.473	0.063	-0.705
1159	malaria	polio	-0.983	-0.437	-0.71
572	heroin	morphine	1.035	-2.49	-0.727
589	thyme	nutmeg	-1.355	-0.115	-0.735
1205	provincial	rural	-4.217	2.744	-0.737
1295	gist	context	-1.85	0.37	-0.74
183	creator	deity	1.526	-3.036	-0.755
1264	value	appraise	4.448	-5.976	-0.764
1390	lecture	semester	0.74	-2.273	-0.766
537	constitution	amendment	-0.816	-0.727	-0.771
191	wisdom	understanding	-0.294	-1.25	-0.772
185	accordion	lute	-0.392	-1.176	-0.784
1071	submarine	harpoon	0.969	-2.553	-0.792
1405	flicker	glare	-1.628	0.027	-0.801
1355	object	inanimate	3.653	-5.274	-0.81
1245	mink	sable	0.269	-1.897	-0.814
378	haddock	minnow	-2.883	1.239	-0.822
51	brandy	bourbon	-0.824	-0.822	-0.823
1935	quarrel	dispute	-0.503	-1.152	-0.828
1308	tush	strut	-1.548	-0.12	-0.834
1084	revolution	resistance	-0.921	-0.75	-0.836
1604	steeple	belfry	0.384	-2.067	-0.841
1542	incantation	spell	-6.541	4.839	-0.851
135	birch	beech	0.712	-2.43	-0.859
1605	idle	toil	-0.069	-1.652	-0.861
936	piston	gasket	-0.123	-1.627	-0.875
1397	gasket	piston	-1.627	-0.123	-0.875
1894	skill	dexterity	3.633	-5.397	-0.882
619	quiver	bristle	-1.475	-0.293	-0.884
1147	fir	beech	0.659	-2.43	-0.886
69	lease	ownership	-0.537	-1.239	-0.888
526	darkness	oblivion	2.727	-4.506	-0.889
1366	tusk	whalebone	1.279	-3.068	-0.895
162	cope	hardship	0.509	-2.337	-0.914
311	headquarters	outpost	-0.031	-1.816	-0.924
1420	sorrow	misery	-0.941	-0.914	-0.928
763	preparation	ritual	-1.024	-0.837	-0.93
297	chaos	havoc	-0.276	-1.591	-0.933
1150	deed	mischief	0.625	-2.505	-0.94
406	removal	excise	1.846	-3.744	-0.949
643	excise	removal	-3.744	1.846	-0.949
858	protest	demonstration	0.767	-2.695	-0.964
871	ashamed	disgrace	0.19	-2.138	-0.974
1186	situation	circumstance	0.695	-2.647	-0.976
369	faint	delirium	2.05	-4.029	-0.989
1828	degree	undergraduate	1.945	-3.949	-1.002
1503	victory	jubilant	2.385	-4.407	-1.011
1163	wealth	prestige	1.551	-3.584	-1.016
1595	gender	courtship	2.806	-4.838	-1.016
628	portray	depict	-0.845	-1.214	-1.03
176	stale	rancid	0.68	-2.746	-1.033
490	orchid	carnation	0.432	-2.519	-1.043
689	alcohol	sobriety	3.596	-5.686	-1.045
78	stride	lunge	0.299	-2.392	-1.047
1305	perish	slay	-2.397	0.303	-1.047
1360	lark	nightingale	-0.897	-1.2	-1.049
883	preposition	noun	-4.988	2.846	-1.071
414	goddess	nymph	-0.032	-2.113	-1.073
764	depression	poverty	-2.22	0.066	-1.077
206	recommend	preference	-0.153	-2.009	-1.081
767	excitement	passion	-0.906	-1.259	-1.083
969	character	demeanor	3.18	-5.368	-1.094
1202	adjective	pronoun	-1.179	-1.011	-1.095
1631	invention	patent	-0.459	-1.746	-1.102
1422	despair	agony	-1.629	-0.589	-1.109
639	revenge	grudge	0.034	-2.263	-1.115
165	society	aristocracy	1.972	-4.205	-1.117
1428	mathematics	algebra	-0.241	-1.999	-1.12
1281	exhaust	combustion	0.806	-3.07	-1.132
1178	poverty	hardship	0.066	-2.337	-1.135
843	woodland	botany	1.442	-3.714	-1.136
36	yew	beech	0.157	-2.43	-1.137
377	chrome	chassis	0.548	-2.826	-1.139
1203	contribution	foundation	-1.987	-0.302	-1.145
982	paradise	eternity	-0.521	-1.774	-1.148
1277	writing	dictation	4.028	-6.333	-1.153
383	beau	romance	-2.157	-0.223	-1.19
1180	bleak	dreary	-1.462	-0.917	-1.19
1249	native	indigenous	2.651	-5.031	-1.19
1527	equality	democracy	-1.191	-1.189	-1.19
642	born	bred	0.489	-2.886	-1.198
1190	miracle	amazement	0.949	-3.345	-1.198
392	bayonet	tomahawk	-2.172	-0.251	-1.211
1356	victim	perpetrator	2.654	-5.087	-1.216
1273	beg	clemency	3.451	-5.887	-1.218
848	standard	adherence	1.916	-4.427	-1.255
745	filth	rancid	0.228	-2.746	-1.259
1519	mortgage	lease	-2.016	-0.537	-1.276
1413	outbreak	vaccination	-1.382	-1.225	-1.303
973	juggler	festivity	-0.654	-2.048	-1.351
1832	offend	vulgar	-0.721	-2.018	-1.369
1068	ego	vanity	-0.7	-2.045	-1.372
159	watt	flicker	-1.142	-1.628	-1.385
979	alimony	income	-5.225	2.445	-1.39
753	venture	exploration	-1.488	-1.3	-1.394
203	mutiny	seaman	-2.699	-0.112	-1.406
390	abode	dwelling	-2.738	-0.086	-1.412
938	bleach	disinfectant	1.72	-4.573	-1.427
635	mystic	seer	-1.689	-1.21	-1.449
1534	rheumatism	ache	-6.155	3.239	-1.458
1381	mallet	chisel	-1.285	-1.632	-1.459
1427	psychology	literature	-3.222	0.291	-1.465
178	sneer	snub	-0.276	-2.66	-1.468
61	retailer	wholesaler	0.587	-3.533	-1.473
1396	tame	docile	1.209	-4.167	-1.479
197	thermometer	forceps	0.655	-3.618	-1.482
181	population	indigenous	2.062	-5.031	-1.485
95	education	aptitude	2.373	-5.35	-1.488
284	slang	idiom	0.236	-3.219	-1.492
1868	shortage	scarce	-1.222	-1.771	-1.496
1051	starch	lye	-0.63	-2.364	-1.497
956	gilt	ornate	-1.954	-1.048	-1.501
1293	adorn	ornate	-1.97	-1.048	-1.509
870	morbid	bleak	-1.575	-1.462	-1.519
656	importance	criterion	0.387	-3.43	-1.522
1319	mathematical	physics	-1.957	-1.111	-1.534
529	humanity	civilization	-0.34	-2.782	-1.561
1085	legislation	prohibit	-1.526	-1.622	-1.574
201	sickness	malady	1.23	-4.388	-1.579
395	scheme	cunning	0.449	-3.625	-1.588
431	humiliation	dignity	-2.366	-0.811	-1.588
1089	torment	despair	-1.59	-1.629	-1.609
304	wither	flourish	-0.928	-2.297	-1.613
960	unique	originality	1.592	-4.83	-1.619
739	pioneer	originator	1.745	-4.994	-1.625
1151	emerald	amethyst	1.171	-4.527	-1.678
1087	psychologist	specialist	-2.941	-0.417	-1.679
164	palette	drab	-1.079	-2.301	-1.69
1782	suffocate	smother	-3.545	0.165	-1.69
978	inferno	furnace	-2.891	-0.491	-1.691
602	friar	rector	-0.081	-3.325	-1.703
1510	chassis	axle	-2.826	-0.589	-1.708
409	tribute	heroism	-1.028	-2.394	-1.711
391	vise	tweezers	-2.793	-0.63	-1.712
160	landscape	panorama	0.94	-4.384	-1.722
645	panorama	landscape	-4.384	0.94	-1.722
532	prosper	toil	-1.802	-1.652	-1.727
309	hasty	foolish	-2.095	-1.395	-1.745
627	discharge	dismissal	-0.687	-2.829	-1.758
154	yoke	tyranny	0.555	-4.082	-1.763
1072	interior	upholstery	0.839	-4.365	-1.763
1306	procession	vigil	-2.603	-0.925	-1.764
636	elegant	refined	-0.411	-3.139	-1.775
737	revenue	dividend	-0.088	-3.501	-1.794
746	beech	spruce	-2.43	-1.158	-1.794
661	introduction	prelude	-0.817	-2.793	-1.805
1200	graceful	gait	-1.029	-2.61	-1.819
1499	parish	rector	-0.332	-3.325	-1.829
94	lieutenant	infantry	-0.666	-2.994	-1.83
215	jitterbug	polka	-3.878	0.183	-1.847
99	demolish	raze	-1.337	-2.361	-1.849
765	discipline	etiquette	-0.624	-3.092	-1.858
425	integrity	reputation	-2.28	-1.455	-1.867
603	wizard	incantation	2.807	-6.541	-1.867
187	airship	aerial	-2.71	-1.084	-1.897
1195	impulse	responsive	-0.887	-2.907	-1.897
650	daybreak	nightfall	-2.19	-1.636	-1.913
1537	salvation	eternal	-2.524	-1.306	-1.915
294	mutton	veal	-3.187	-0.656	-1.921
314	audition	troupe	-1.318	-2.525	-1.921
756	chaotic	disruptive	-0.774	-3.093	-1.933
1517	fatigue	sluggish	-1.71	-2.17	-1.94
649	tuberculosis	measles	-3.009	-0.889	-1.949
1530	despise	hatred	-3.262	-0.687	-1.975
1407	epitaph	wrote	-3.676	-0.302	-1.989
1611	republic	socialist	-0.378	-3.673	-2.026
218	intermission	performance	-5.861	1.79	-2.035
613	spasm	contraction	0.071	-4.145	-2.037
1515	vane	eaves	-2.085	-2.053	-2.069
98	comparison	disparity	0.101	-4.268	-2.083
844	shady	legitimate	-0.698	-3.481	-2.089
1209	obedience	discipline	-3.567	-0.624	-2.095
1781	botany	flora	-3.714	-0.5	-2.107
1208	infinity	mathematical	-2.275	-1.957	-2.116
530	mystery	enigma	1.365	-5.604	-2.12
1304	mirage	illusion	-2.447	-1.817	-2.132
433	distraction	boredom	-3.211	-1.119	-2.165
1076	bland	savory	0.527	-4.865	-2.169
640	solemn	oath	-3.452	-0.904	-2.178
752	mahogany	hardwood	-3.556	-0.841	-2.198
1613	citation	violation	-2.582	-1.843	-2.213
300	ensemble	assortment	-2.032	-2.416	-2.224
511	hermit	desolate	0.033	-4.489	-2.228
1318	recognition	heroism	-2.078	-2.394	-2.236
515	burlap	gingham	-1.95	-2.553	-2.252
1094	somersault	agility	-1.304	-3.209	-2.256
1533	flourish	plentiful	-2.297	-2.224	-2.261
968	pride	valor	0.698	-5.245	-2.274
1184	freedom	emancipation	1.919	-6.503	-2.292
174	coarse	refinement	-0.143	-4.445	-2.294
97	socialist	revolution	-3.673	-0.921	-2.297
857	humor	levity	1.864	-6.458	-2.297
1610	hybrid	emission	-3.22	-1.38	-2.3
1628	friction	traction	-1.807	-2.813	-2.31
1392	torture	mutilation	-0.11	-4.528	-2.319
1194	manufacturer	wholesaler	-1.131	-3.533	-2.332
533	acidity	ammonia	-4.022	-0.649	-2.335
108	sensation	clammy	-2.049	-2.64	-2.345
86	prophet	unbeliever	-0.319	-4.374	-2.347
1609	logic	causality	-0.486	-4.233	-2.36
1622	examination	aptitude	0.594	-5.35	-2.378
520	raze	perish	-2.361	-2.397	-2.379
1623	refrain	repress	-1.679	-3.149	-2.414
1431	severance	salary	-6.432	1.553	-2.44
1369	suede	mohair	-0.489	-4.417	-2.453
660	prosperity	abundance	-2.744	-2.182	-2.463
426	retention	reduction	-3.999	-0.947	-2.473
974	vertical	oblique	-0.724	-4.231	-2.478
1421	anxiety	abandonment	-0.102	-4.867	-2.484
415	parry	lunge	-2.578	-2.392	-2.485
319	bravery	laud	-2.247	-2.76	-2.503
204	haste	impatience	-1.627	-3.382	-2.505
428	limelight	debut	-4.449	-0.561	-2.505
873	inferior	deficient	-2.105	-2.927	-2.516
606	mineral	alkali	1.09	-6.142	-2.526
875	judgment	impartial	-0.601	-4.508	-2.555
527	depict	symbolism	-1.214	-3.904	-2.559
622	guilt	absolution	1.804	-6.928	-2.562
1603	cowl	tunic	-3.954	-1.206	-2.58
630	infantry	bayonet	-2.994	-2.172	-2.583
1193	repress	stifle	-3.149	-2.02	-2.584
1282	bard	minstrel	-2.388	-2.816	-2.602
977	derelict	rubble	-5.032	-0.177	-2.604
188	convention	caucus	-1.507	-3.744	-2.626
966	revolt	defiance	-0.844	-4.411	-2.627
1086	weakness	cowardice	-0.374	-4.903	-2.638
1183	ornate	brocade	-1.048	-4.249	-2.648
398	monsoon	deluge	-1.874	-3.427	-2.65
1197	valor	merit	-5.245	-0.059	-2.652
1477	scroll	incantation	1.227	-6.541	-2.657
80	peon	caste	-2.224	-3.103	-2.664
190	arrival	commencement	0.736	-6.112	-2.688
929	salary	stipend	1.553	-7.015	-2.731
754	carnage	grisly	-3.24	-2.223	-2.732
647	farewell	salutation	-0.896	-4.608	-2.752
1299	brisket	entree	-2.97	-2.544	-2.757
1536	unlimited	finite	-2.428	-3.146	-2.787
310	monocle	beret	-5.579	-0.03	-2.805
983	literal	symbolism	-1.709	-3.904	-2.806
926	lymph	abscess	-2.092	-3.554	-2.823
726	lute	lyre	-1.176	-4.476	-2.826
1244	corpse	decomposition	1.387	-7.039	-2.826
1414	perjury	accuser	-3.035	-2.621	-2.828
1522	thinker	astute	0.306	-5.994	-2.844
874	possession	confiscate	-1.721	-3.981	-2.851
169	vile	repulsive	-1.956	-3.795	-2.876
171	retain	relinquish	-0.323	-5.452	-2.888
1384	mortar	pestle	-1.655	-4.136	-2.895
316	transformer	amplifier	-3.125	-2.68	-2.903
741	origin	derivation	0.613	-6.442	-2.915
662	enthusiasm	optimism	-2.081	-3.767	-2.924
769	domination	conquest	-4.516	-1.388	-2.952
1633	vaccination	inoculation	-1.225	-4.699	-2.962
105	midshipman	admiral	-6.349	0.416	-2.966
1312	malice	scorn	-4.283	-1.656	-2.97
1314	desolate	bleak	-4.489	-1.462	-2.975
207	analogy	simile	-2.363	-3.589	-2.976
1638	assent	clamor	-3.733	-2.226	-2.979
93	vigil	dirge	-0.925	-5.046	-2.986
172	tremor	fissure	-1.451	-4.526	-2.988
200	educator	collegiate	-0.519	-5.508	-3.013
1637	hardship	bitterness	-2.337	-3.714	-3.025
410	accuser	allegation	-2.621	-3.448	-3.035
829	lye	turpentine	-2.364	-3.724	-3.044
1505	emission	diffusion	-1.38	-4.709	-3.045
949	siege	onslaught	-1.419	-4.697	-3.058
72	monastery	enlightenment	0.063	-6.194	-3.065
308	dandruff	lice	-3.178	-2.989	-3.084
637	edict	decree	-4.773	-1.488	-3.13
1514	decree	edict	-1.488	-4.773	-3.13
646	magnitude	amplitude	-2.636	-3.675	-3.155
1315	collegiate	athletics	-5.508	-0.81	-3.159
318	separation	abandonment	-1.459	-4.867	-3.163
878	disclosure	waive	-3.606	-2.731	-3.168
381	keen	astute	-0.408	-5.994	-3.201
1596	seaman	midshipman	-0.112	-6.349	-3.231
862	havoc	discord	-1.591	-4.961	-3.276
1636	abbess	convent	-6.935	0.379	-3.278
853	comrade	compatriot	-1.17	-5.405	-3.287
1207	exertion	fatigue	-4.884	-1.71	-3.297
107	forfeit	waive	-3.872	-2.731	-3.302
1430	exhaustion	exertion	-1.731	-4.884	-3.307
664	imagination	unreality	-0.423	-6.196	-3.309
1634	despot	tyrant	-5.079	-1.553	-3.316
412	humane	extermination	-0.918	-5.742	-3.33
103	opposition	aggressor	-2.632	-4.071	-3.352
1506	invader	fortification	-1.31	-5.446	-3.378
435	quickness	agility	-3.612	-3.209	-3.411
1171	lyre	bard	-4.476	-2.388	-3.432
1538	inadequate	deficient	-3.996	-2.927	-3.462
407	creeper	underbrush	-2.801	-4.18	-3.491
1811	acceleration	projectile	-3.932	-3.062	-3.497
194	dirge	lament	-5.046	-1.959	-3.503
1524	condemn	renounce	-2.285	-4.728	-3.506
1752	extravagant	frugal	-3.337	-3.687	-3.512
1316	obedient	mischievous	-2.928	-4.113	-3.521
202	abhor	condemn	-4.765	-2.285	-3.525
882	elimination	immunity	-4.189	-2.89	-3.54
1091	fraternity	initiation	-4.68	-2.413	-3.546
418	velocity	acceleration	-3.161	-3.932	-3.547
417	lunge	feint	-2.392	-4.71	-3.551
652	domicile	inhabitant	-6.172	-0.929	-3.551
322	consolation	torment	-5.572	-1.59	-3.581
1433	recollection	refresh	-4.495	-2.68	-3.587
1093	discord	clamor	-4.961	-2.226	-3.593
1402	jeer	simper	-2.629	-4.558	-3.594
205	evolution	chronology	-0.925	-6.286	-3.606
1320	refinement	mastery	-4.445	-2.82	-3.633
211	sentiment	devotion	-3.437	-3.841	-3.639
762	heroism	cowardice	-2.394	-4.903	-3.648
1080	croquet	wicket	-2.73	-4.654	-3.692
865	entree	savory	-2.544	-4.865	-3.705
984	gardenia	carnation	-4.942	-2.519	-3.73
1539	circumstance	predicament	-2.647	-4.82	-3.733
964	addition	superfluity	3.836	-11.415	-3.789
658	maturity	adolescence	-3.106	-4.548	-3.827
1921	adolescence	maturity	-4.548	-3.106	-3.827
525	tenure	expulsion	-4.376	-3.342	-3.859
1279	sable	chinchilla	-1.897	-5.824	-3.86
1612	chatterbox	enunciation	0.557	-8.324	-3.884
1212	unhappiness	apathy	-3.458	-4.415	-3.936
111	anticipation	optimism	-4.125	-3.767	-3.946
655	tolerant	receptive	-3.212	-4.704	-3.958
317	maternity	contraction	-3.844	-4.145	-3.995
994	hesitation	inaction	-4.352	-3.644	-3.998
161	franc	lire	-2.301	-5.705	-4.003
1525	gauntlet	melee	-4.213	-3.808	-4.01
995	emancipation	legislation	-6.503	-1.526	-4.014
612	chasm	fissure	-3.507	-4.526	-4.016
975	minstrel	gaiety	-2.816	-5.228	-4.022
771	immortality	eternal	-6.758	-1.306	-4.032
199	pidgin	aboriginal	-1.501	-6.572	-4.036
434	bitterness	resentment	-3.714	-4.383	-4.049
1953	hostility	malice	-3.831	-4.283	-4.057
109	theoretical	hypothesis	-5.451	-2.666	-4.059
1954	perpetrator	accomplice	-5.087	-3.037	-4.062
312	proprietor	emporium	-3.713	-4.463	-4.088
988	replete	teem	-5.238	-2.968	-4.103
101	mastery	dexterity	-2.82	-5.397	-4.109
303	squire	brigand	-2.722	-5.523	-4.122
659	surtax	production	-8.532	0.211	-4.16
106	mutilation	brutality	-4.528	-3.809	-4.169
1082	malady	delirium	-4.388	-4.029	-4.208
296	pendulum	oscillation	-2.201	-6.229	-4.215
1509	idiom	utterance	-3.219	-5.294	-4.257
210	optimism	adversity	-3.767	-4.756	-4.262
1523	folly	inexperience	-1.743	-6.872	-4.308
1095	catastrophe	upheaval	-4.242	-4.476	-4.359
876	suspicion	impropriety	-2.16	-6.638	-4.399
976	reduction	insufficiency	-0.947	-7.904	-4.425
313	docile	receptive	-4.167	-4.704	-4.436
877	exclusion	unanimity	-2.576	-6.306	-4.441
1092	infinite	immensity	-2.105	-6.8	-4.453
320	impediment	irritation	-5.634	-3.284	-4.459
422	heresy	blasphemy	-4.484	-4.463	-4.474
542	intellect	competence	-4.113	-4.852	-4.483
1156	mucus	discoloration	-0.263	-8.792	-4.528
214	personality	eccentricity	-1.228	-7.871	-4.549
654	renounce	unbeliever	-4.728	-4.374	-4.551
1090	deceit	falsehood	-3.505	-5.641	-4.573
987	theologian	pious	-5.536	-3.615	-4.576
100	falconer	skylark	-6.938	-2.231	-4.584
1543	reformation	dogma	-6.347	-2.99	-4.668
1309	infirmary	sanitarium	-5.131	-4.251	-4.691
1311	intimate	seduction	-3.932	-5.723	-4.827
657	copious	accumulation	-6.428	-3.243	-4.836
