order	word1	word2	word1e	word2e	easiness
1454	poet	painter	3.695	4.056	3.876
1676	glass	pane	7.725	0.026	3.876
1483	public	private	3.794	3.952	3.873
389	million	quarter	2.958	4.755	3.856
466	guide	tourist	4.729	2.964	3.847
1125	miner	coal	2.842	4.84	3.841
1100	gym	locker	5.692	1.986	3.839
1943	bullet	rifle	4.027	3.651	3.839
598	hint	clue	3.688	3.972	3.83
1166	interview	office	1.143	6.494	3.818
267	portal	gate	0.641	6.957	3.799
981	slept	bedroom	1.49	6.096	3.793
272	hump	camel	2.727	4.849	3.788
246	anchor	oar	4.737	2.838	3.787
685	corn	kernel	5.996	1.573	3.784
1710	errand	shop	0.772	6.788	3.78
493	bale	hay	1.44	6.111	3.776
1688	peach	apricot	5.437	2.067	3.752
518	exchange	deal	1.675	5.827	3.751
1269	scratch	itch	3.586	3.913	3.75
1895	umbrella	weather	3.299	4.185	3.742
944	worn	blouse	3.93	3.546	3.738
131	stove	kettle	5.384	2.088	3.736
504	mash	potato	1.657	5.78	3.719
749	daylight	dawn	2.348	5.089	3.719
1687	turtle	tortoise	5.932	1.501	3.716
285	bitter	sweet	1.578	5.832	3.705
341	stand	podium	6.948	0.46	3.704
1564	wrap	foil	4.454	2.955	3.704
1732	inn	diner	4.447	2.959	3.703
1606	ate	hungry	2.816	4.583	3.7
1448	tin	copper	4.969	2.41	3.69
16	clay	mold	5.573	1.803	3.688
570	cork	wine	1.754	5.598	3.676
549	drug	heroin	6.301	1.035	3.668
1725	comedy	joke	1.917	5.407	3.662
1256	lard	fat	0.361	6.955	3.658
704	ounce	pound	2.357	4.956	3.657
43	snap	twig	4.136	3.168	3.652
397	usual	same	1.141	6.152	3.646
1880	range	distance	4.73	2.561	3.645
1472	lodge	cabin	2.801	4.478	3.639
1797	cigar	pipe	3.251	4.022	3.637
1801	joke	humor	5.407	1.864	3.636
356	dear	lovely	5.065	2.197	3.631
1916	herd	cattle	3.356	3.897	3.626
933	subject	topic	4.103	3.096	3.6
1110	curb	ramp	4.164	3.034	3.599
1395	tumble	stair	1.182	6.011	3.596
1941	snake	venom	5.812	1.375	3.594
1285	butterfly	moth	3.82	3.363	3.592
1378	dumb	fool	4.505	2.677	3.591
168	pep	team	0.174	6.999	3.587
1241	station	platform	4.755	2.411	3.583
1919	accident	injury	3.501	3.659	3.58
1275	cruiser	ship	-0.055	7.204	3.574
1673	permit	allow	1.845	5.292	3.569
1370	medicine	physician	4.877	2.25	3.563
1749	tailor	suit	1.127	5.99	3.559
270	flow	vein	3.707	3.406	3.557
481	hate	cruel	5.331	1.772	3.552
1587	shadow	sunlight	4.295	2.793	3.544
1867	chilly	winter	1.047	6.032	3.54
1614	thirsty	pour	2.592	4.463	3.528
1246	planet	alien	3.913	3.129	3.521
42	dancer	musician	4.209	2.825	3.517
615	beauty	petal	3.787	3.243	3.515
814	review	essay	3.438	3.587	3.513
1372	liar	cheat	3.862	3.158	3.51
743	cheat	steal	3.158	3.861	3.509
1367	bury	shovel	3.815	3.185	3.5
1348	firm	partner	2.204	4.762	3.483
1668	partner	firm	4.762	2.204	3.483
1362	produce	combine	3.941	3.023	3.482
192	gone	left	2.285	4.66	3.472
866	farther	closer	2.736	4.207	3.471
879	candlelight	night	-1.423	8.341	3.459
1039	spell	curse	4.839	2.067	3.453
1597	dresser	furniture	3.424	3.473	3.448
45	diving	surf	3.085	3.795	3.44
1664	bronze	iron	1.63	5.249	3.439
719	weak	strength	4.489	2.38	3.434
1458	silk	velvet	4.016	2.849	3.432
460	part	aspect	7.105	-0.254	3.426
1145	problem	solution	5.199	1.645	3.422
1341	wound	bandage	4.196	2.648	3.422
717	beaver	timber	3.712	3.125	3.419
1455	race	sprint	6.093	0.742	3.417
799	blade	scissors	4.049	2.776	3.413
972	dormitory	school	-2.005	8.83	3.413
1601	stern	bow	0.34	6.477	3.408
513	chance	risk	2.488	4.311	3.4
943	warrior	battle	1.76	5.014	3.387
66	biscuit	gravy	3.101	3.659	3.38
372	squirrel	mammal	3.792	2.968	3.38
63	choose	selection	5.038	1.72	3.379
20	crown	kingdom	4.089	2.668	3.378
567	stable	ranch	3.158	3.597	3.378
40	winter	thaw	6.032	0.719	3.376
454	breast	newborn	5.45	1.3	3.375
581	oar	canoe	2.838	3.902	3.37
470	chart	graph	3.726	2.982	3.354
50	armor	shield	2.509	4.182	3.345
910	worker	wage	5.477	1.188	3.333
1924	date	romance	6.876	-0.223	3.326
244	deal	bargain	5.827	0.82	3.323
784	bridge	moat	6.11	0.528	3.319
347	ruler	empire	4.431	2.203	3.317
1913	shop	grocer	6.788	-0.164	3.312
1667	main	primary	4.808	1.775	3.292
1377	concrete	cement	2.571	4.004	3.288
55	supper	stew	2.976	3.592	3.284
488	pest	flea	2.307	4.262	3.284
841	simple	plain	3.175	3.378	3.277
1793	olive	prune	4.72	1.812	3.266
144	womb	birth	0.935	5.595	3.265
588	stub	ticket	0.492	6.034	3.263
1475	curve	slope	3.755	2.767	3.261
254	nerve	muscle	2.279	4.233	3.256
1825	sore	swell	4.196	2.312	3.254
1493	cabbage	beet	2.766	3.737	3.251
1802	bucket	pail	4.288	2.194	3.241
1740	rent	apartment	3.248	3.153	3.201
1393	charter	plane	-0.115	6.493	3.189
1361	elf	merry	4.36	2.013	3.186
1188	flavor	taste	0.042	6.307	3.174
1798	taste	flavor	6.307	0.042	3.174
1447	rod	reel	4.596	1.746	3.171
1666	reel	rod	1.746	4.596	3.171
123	brook	meadow	3.399	2.941	3.17
495	monument	statue	2.231	4.103	3.167
1364	scream	moan	5.27	1.061	3.166
485	armor	knight	2.509	3.811	3.16
1690	bacteria	germ	2.37	3.939	3.155
1751	slipper	sandal	2.574	3.726	3.15
1952	announcement	news	-0.641	6.94	3.149
1131	nation	empire	4.082	2.203	3.143
807	real	genuine	6.423	-0.152	3.135
405	sequel	film	-0.926	7.179	3.127
1862	soul	spirit	4.079	2.161	3.12
1896	thunder	lightning	3.615	2.621	3.118
952	speck	dust	0.432	5.8	3.116
1850	monk	temple	2.535	3.68	3.107
238	battle	clash	5.014	1.191	3.103
1767	cabin	cottage	4.478	1.729	3.103
1274	habit	cigarette	2.54	3.661	3.101
859	frock	dress	-1.691	7.891	3.1
564	artist	easel	5.067	1.119	3.093
1588	meeting	discussion	4.513	1.672	3.092
916	load	haul	3.924	2.216	3.07
1856	smell	cologne	5.699	0.402	3.051
261	fail	succeed	5.139	0.956	3.048
1590	theme	tune	2.33	3.747	3.039
1037	hamster	chipmunk	4.393	1.681	3.037
573	rise	soar	5.035	1.036	3.036
1154	episode	drama	3.246	2.826	3.036
1877	dance	waltz	6.451	-0.393	3.029
941	debate	issue	1.979	4.066	3.022
834	business	profit	3.773	2.216	2.994
472	soldier	salute	4.367	1.612	2.99
1574	mist	dew	2.889	3.084	2.986
1823	dew	mist	3.084	2.889	2.986
79	household	laundry	2.165	3.805	2.985
151	audience	performer	3.755	2.214	2.984
1807	noose	rope	0.516	5.452	2.984
1357	shawl	cloth	0.749	5.209	2.979
911	chest	abdomen	5.55	0.405	2.978
908	voter	poll	4.494	1.46	2.977
1019	foam	lotion	3.869	2.085	2.977
1059	private	personal	3.952	1.986	2.969
1931	flock	herd	2.578	3.356	2.967
130	beast	tame	4.719	1.209	2.964
359	stroke	injury	2.267	3.659	2.963
138	pencil	quill	5.119	0.801	2.96
721	series	episode	2.656	3.246	2.951
253	broom	vacuum	3.933	1.967	2.95
778	liver	donor	4.351	1.519	2.935
971	majority	vote	1.183	4.682	2.933
348	prince	heir	5.066	0.78	2.923
1873	cave	cavern	5.534	0.311	2.923
620	stumble	slip	1.145	4.696	2.921
629	clink	glass	-1.883	7.725	2.921
1238	elbow	forearm	5.2	0.605	2.903
447	tube	nozzle	6.193	-0.402	2.896
818	prey	hunt	1.337	4.453	2.895
1346	care	welfare	6.34	-0.567	2.887
1810	devil	demon	3.118	2.644	2.881
955	grace	pray	2.088	3.672	2.88
1809	whack	smack	2.417	3.295	2.856
1805	rhyme	verse	3.484	2.224	2.854
228	tent	wilderness	6.218	-0.527	2.845
957	scooter	vehicle	1.245	4.418	2.831
788	clock	curfew	6.451	-0.796	2.828
1560	reed	moss	3.038	2.614	2.826
68	gutter	garbage	0.993	4.629	2.811
1349	harbor	pier	3.43	2.176	2.803
1247	lever	pedal	2.255	3.341	2.798
286	military	government	2.788	2.778	2.783
59	question	riddle	4.842	0.713	2.778
578	otter	walrus	3.767	1.79	2.778
1017	mate	lad	2.908	2.644	2.776
732	science	research	2.969	2.58	2.775
1111	beet	prune	3.737	1.812	2.775
1923	bomb	fuse	5.213	0.316	2.765
715	laundry	bleach	3.805	1.72	2.762
501	ghost	spook	3.871	1.641	2.756
24	palace	dungeon	4.766	0.743	2.755
1860	melt	moisture	3.897	1.613	2.755
259	ivory	marble	1.508	3.996	2.752
1262	powder	residue	3.979	1.517	2.748
1857	poison	venom	4.08	1.375	2.728
1549	ox	graze	5.882	-0.435	2.724
1379	platform	ramp	2.411	3.034	2.723
531	entertain	guest	0.5	4.936	2.718
1575	latch	bolt	1.679	3.754	2.716
262	rule	exception	6.27	-0.839	2.715
368	cocktail	lime	1.201	4.214	2.708
1158	antique	furniture	1.94	3.473	2.707
195	glutton	eat	-3.724	9.135	2.706
1607	raspberry	strawberry	2.016	3.39	2.703
714	stump	twig	2.233	3.168	2.701
580	liquid	vapor	4.532	0.847	2.689
299	quickly	flee	2.836	2.538	2.687
755	goodness	heaven	1.605	3.764	2.685
1494	symbol	ornament	2.875	2.494	2.684
1187	concert	singer	-0.001	5.357	2.678
563	queen	duchess	6.43	-1.077	2.677
141	walnut	chestnut	3.335	2.014	2.675
959	autumn	harvest	2.376	2.971	2.674
1482	mammal	reptile	2.968	2.364	2.666
1724	shepherd	flock	2.752	2.578	2.665
584	scab	bandage	2.673	2.648	2.66
1830	lumber	timber	2.18	3.125	2.653
49	opium	drug	-1.018	6.301	2.641
497	fountain	thirsty	2.67	2.592	2.631
1671	roe	fish	-3.049	8.293	2.622
1461	elm	walnut	1.845	3.335	2.59
31	sword	duel	4.808	0.363	2.586
1726	responsibility	care	-1.183	6.34	2.578
1109	burn	incense	6.433	-1.282	2.576
1816	tax	revenue	5.237	-0.088	2.575
257	order	chaos	5.413	-0.276	2.569
605	slay	sword	0.303	4.808	2.556
1189	caterpillar	butterfly	1.287	3.82	2.554
1286	theft	crime	1.081	4.024	2.553
733	nursery	cradle	1.785	3.305	2.545
480	gallery	collection	2.841	2.245	2.543
931	hobby	collection	2.836	2.245	2.541
1918	growth	development	4.456	0.622	2.539
697	liquor	beverage	2.826	2.25	2.538
1034	bright	shone	3.844	1.232	2.538
274	topic	debate	3.096	1.979	2.537
1577	mural	painter	1.013	4.056	2.535
683	eel	seaweed	3.968	1.09	2.529
1399	alligator	reptile	2.694	2.364	2.529
1289	tortoise	snail	1.501	3.545	2.523
1799	swamp	slime	2.921	2.126	2.523
1394	frown	stare	2.756	2.279	2.518
849	crocodile	reptile	2.663	2.364	2.513
851	interest	debt	2.818	2.204	2.511
1073	session	meeting	0.501	4.513	2.507
736	safety	hazard	3.683	1.317	2.5
1721	thread	spool	5.052	-0.053	2.5
247	signal	flare	5.184	-0.188	2.498
145	clean	hygiene	6.15	-1.167	2.491
730	entrance	doorway	2.792	2.178	2.485
364	jockey	saddle	1.639	3.318	2.478
1930	result	outcome	4.126	0.821	2.474
591	never	always	6.049	-1.103	2.473
822	corps	unit	0.244	4.693	2.469
1496	reptile	creature	2.364	2.575	2.469
1578	outfit	kilt	3.144	1.792	2.468
566	keg	beer	-1.237	6.159	2.461
1906	lace	nightgown	3.944	0.946	2.445
1259	trumpet	flute	3.07	1.807	2.438
252	perch	beak	1.906	2.965	2.436
1248	beetle	earthworm	3.963	0.908	2.435
1033	sigh	relief	3.285	1.564	2.425
1624	pleasure	welcome	0.387	4.449	2.418
476	free	democracy	6.018	-1.189	2.415
1030	loan	payment	2.434	2.368	2.401
747	debut	singer	-0.561	5.357	2.398
1276	reward	punishment	2.872	1.92	2.396
265	pigeon	sparrow	3.365	1.413	2.389
260	beat	brawl	4.837	-0.064	2.387
32	camel	caravan	4.849	-0.083	2.383
804	wear	frock	6.453	-1.691	2.381
62	gavel	court	-0.342	5.091	2.374
1382	weigh	burden	3.183	1.556	2.37
1400	pause	brief	2.13	2.585	2.358
1354	wage	earn	1.188	3.522	2.355
1135	foe	enemy	1.014	3.688	2.351
806	cheek	dimple	4.55	0.141	2.346
682	drum	cymbal	6.066	-1.38	2.343
279	effect	impact	2.829	1.833	2.331
575	debt	loan	2.204	2.434	2.319
1945	urban	rural	1.892	2.744	2.318
1859	cellar	basement	1.244	3.388	2.316
1278	graduate	degree	2.683	1.945	2.314
1488	circus	acrobat	4.344	0.281	2.312
339	nest	burrow	5.221	-0.604	2.308
583	flute	harp	1.807	2.801	2.304
1627	refrigerator	toaster	2.31	2.299	2.304
587	sewer	slime	2.472	2.126	2.299
1645	brain	cranium	6.625	-2.032	2.296
852	warmth	embrace	1.881	2.71	2.295
614	serial	pattern	0.111	4.463	2.287
1192	discovery	history	0.603	3.971	2.287
1616	alphabet	phrase	2.812	1.762	2.287
173	normal	typical	3.886	0.661	2.273
698	cube	sphere	3.319	1.213	2.266
951	morgue	hospital	-1.171	5.692	2.261
1904	calf	foal	4.389	0.111	2.25
713	copper	aluminum	2.41	2.08	2.245
1844	fort	siege	5.89	-1.419	2.235
456	motor	piston	4.578	-0.123	2.228
1775	estate	property	1.67	2.784	2.227
744	quest	seek	-0.37	4.811	2.22
802	chapel	steeple	4.05	0.384	2.217
809	tulip	daffodil	2.456	1.978	2.217
340	term	definition	4.68	-0.249	2.216
1598	praise	hymn	2.223	2.209	2.216
1050	executive	staff	0.87	3.558	2.214
1239	duke	earl	3.492	0.931	2.212
403	surprise	occasion	3.479	0.921	2.2
17	frame	tripod	4.701	-0.312	2.194
150	span	length	0.168	4.208	2.188
1231	fog	haze	4.449	-0.09	2.18
1682	coal	furnace	4.84	-0.491	2.175
1586	lobster	oyster	2.312	1.978	2.145
516	running	following	3.248	1.039	2.143
1044	steal	loot	3.861	0.4	2.131
1368	sketch	portrait	1.524	2.733	2.128
1480	tunnel	cavern	3.939	0.311	2.125
413	auditorium	stadium	0.516	3.707	2.111
1358	crystal	sphere	2.985	1.213	2.099
1479	dummy	decoy	4.049	0.143	2.096
1164	suds	foam	0.318	3.869	2.093
521	sergeant	soldier	-0.193	4.367	2.087
1866	ambulance	emergency	1.827	2.333	2.08
1861	pale	blush	2.857	1.296	2.076
1750	siren	ambulance	2.322	1.827	2.074
1796	ram	ewe	2.997	1.151	2.074
1910	pressure	strain	1.715	2.417	2.066
1023	concern	welfare	4.693	-0.567	2.063
796	vote	veto	4.682	-0.571	2.056
1272	circuit	power	-0.237	4.346	2.054
1409	emergency	alert	2.333	1.772	2.052
1113	college	graduation	4.386	-0.283	2.051
1778	wand	magician	2.449	1.633	2.041
1237	spice	nutmeg	4.191	-0.115	2.038
1425	reflection	lens	0.904	3.171	2.038
930	service	attendant	4.081	-0.033	2.024
1167	morphine	pain	-2.49	6.536	2.023
836	sleet	storm	-1.825	5.868	2.022
1148	roar	shriek	3.606	0.439	2.022
855	tidy	broom	0.1	3.933	2.016
373	lair	cave	-1.554	5.534	1.99
1881	bandit	thief	1.071	2.906	1.989
899	act	encore	6.35	-2.384	1.983
1077	charity	benefit	1.45	2.508	1.979
1672	citizen	politician	2.983	0.956	1.97
88	jingle	merry	1.925	2.013	1.969
803	build	edifice	6.743	-2.812	1.965
970	asparagus	cucumber	0.94	2.987	1.964
1768	essay	literature	3.587	0.291	1.939
541	transportation	fuel	-1.263	5.139	1.938
1893	python	reptile	1.512	2.364	1.938
1287	mortal	soul	-0.207	4.079	1.936
1070	fashion	garment	1.952	1.917	1.934
463	ally	foe	2.851	1.014	1.933
462	student	semester	6.127	-2.273	1.927
1863	wise	advice	2.466	1.384	1.925
1485	wedding	honeymoon	4.213	-0.375	1.919
703	petal	bouquet	3.243	0.561	1.902
517	firewood	timber	0.668	3.125	1.896
1599	proud	ashamed	3.601	0.19	1.896
492	portrait	mural	2.733	1.013	1.873
482	velvet	drape	2.849	0.867	1.858
1858	shock	jolt	3.401	0.314	1.858
149	sense	logic	4.2	-0.486	1.857
850	measles	disease	-0.889	4.595	1.853
1491	prairie	settler	2.818	0.874	1.846
1497	steamer	ferry	0.147	3.53	1.838
961	excuse	pardon	2.897	0.765	1.831
1404	pardon	excuse	0.765	2.897	1.831
498	witness	statement	2.294	1.349	1.822
1608	younger	generation	3.813	-0.182	1.815
33	lump	cyst	4.344	-0.719	1.812
821	fishing	boating	5.11	-1.495	1.808
1948	frail	weak	-0.875	4.489	1.807
269	stripe	tweed	4.803	-1.191	1.806
611	brute	beast	-1.116	4.719	1.801
1619	condition	treatment	1.415	2.158	1.787
263	clear	confusion	5.353	-1.786	1.784
1061	referee	umpire	1.245	2.31	1.777
1374	weather	forecast	4.185	-0.63	1.777
1162	doughnut	gingerbread	2.802	0.711	1.757
140	drill	screwdriver	3.439	0.074	1.756
922	carpet	hardwood	4.341	-0.841	1.75
1018	garlic	clove	3.864	-0.369	1.747
1504	weird	awkward	3.553	-0.065	1.744
1047	mechanic	engineer	2.176	1.311	1.743
808	spear	dagger	2.891	0.585	1.738
489	lure	stalk	1.708	1.763	1.735
1267	cure	treatment	1.31	2.158	1.734
302	rumble	roar	-0.14	3.606	1.733
593	tow	mechanic	1.289	2.176	1.732
1386	hurricane	quake	2.216	1.238	1.727
1133	zone	territory	2.641	0.812	1.726
738	fisherman	wharf	3.363	0.083	1.723
251	bureau	agency	0.812	2.63	1.721
1363	blind	squint	3.383	0.06	1.721
727	repair	broken	2.465	0.975	1.72
1580	jerk	attitude	2.005	1.422	1.713
1389	proof	theory	1.903	1.521	1.712
301	lightning	electricity	2.621	0.8	1.711
1949	temperature	thermometer	2.764	0.655	1.71
453	wool	knitting	3.606	-0.188	1.709
1568	fudge	custard	3.911	-0.497	1.707
446	rum	ale	1.877	1.514	1.695
935	envelope	parcel	3.532	-0.156	1.688
1270	parcel	envelope	-0.156	3.532	1.688
1864	swarm	hive	0.129	3.246	1.687
158	burden	guilt	1.556	1.804	1.68
76	rudder	engine	-1.749	5.092	1.671
845	decay	odor	0.786	2.549	1.667
1709	memory	recall	3.21	0.121	1.666
1268	settler	acre	0.874	2.453	1.663
146	shout	hoarse	4.889	-1.574	1.657
1865	luxury	resort	0.646	2.669	1.657
963	gospel	verse	1.068	2.224	1.646
724	pray	blessing	3.672	-0.401	1.635
1181	tally	voter	-1.225	4.494	1.635
41	mare	jockey	1.592	1.639	1.615
1116	slide	traction	6.041	-2.813	1.614
1933	attendant	passenger	-0.033	3.252	1.609
1298	charming	blush	1.901	1.296	1.598
1288	justice	freedom	1.272	1.919	1.595
189	division	department	1.742	1.446	1.594
1175	decision	outcome	2.361	0.821	1.591
83	whiff	skunk	-0.784	3.962	1.589
81	quack	squeak	1.861	1.305	1.583
23	temple	sanctuary	3.68	-0.516	1.582
370	quart	tablespoon	1.624	1.54	1.582
1905	muscle	cartilage	4.233	-1.079	1.577
905	doe	pelt	3.733	-0.586	1.574
1466	dome	cathedral	2.956	0.182	1.569
419	shown	display	-0.419	3.548	1.564
932	style	flair	3.561	-0.433	1.564
1157	blister	sunburn	2.293	0.826	1.56
512	limousine	carriage	0.498	2.616	1.557
1160	asphalt	concrete	0.517	2.571	1.544
198	challenge	opponent	1.676	1.389	1.532
1869	atmosphere	planet	-0.867	3.913	1.523
1419	syllable	rhyme	-0.445	3.484	1.52
1196	learning	knowledge	1.97	1.062	1.516
1398	assault	murder	0.116	2.906	1.511
579	crypt	tomb	0.868	2.149	1.509
594	breath	whiff	3.785	-0.784	1.501
958	solution	method	1.645	1.347	1.496
1074	shame	pity	2.348	0.644	1.496
990	impression	sense	-1.215	4.2	1.492
1495	platter	lobster	0.67	2.312	1.491
156	trust	loyalty	3.632	-0.663	1.485
1373	odor	cologne	2.549	0.402	1.476
1492	wail	siren	0.617	2.322	1.469
1489	pawn	antique	0.968	1.94	1.454
57	basement	furnace	3.388	-0.491	1.449
535	aurora	sky	-4.489	7.374	1.443
1376	minor	severe	1.93	0.933	1.431
505	tripod	lens	-0.312	3.171	1.43
1403	admire	respect	1.387	1.436	1.412
1465	product	patent	4.566	-1.746	1.41
379	charm	appeal	1.662	1.147	1.404
393	fireplace	cottage	1.075	1.729	1.402
864	testimony	jury	-0.185	2.99	1.402
385	champion	opponent	1.413	1.389	1.401
1132	haze	mist	-0.09	2.889	1.399
590	liter	quart	1.155	1.624	1.39
519	election	ballot	1.208	1.558	1.383
609	gondola	ferry	-0.778	3.53	1.376
288	galaxy	telescope	1.394	1.356	1.375
1079	racquet	athlete	-0.356	3.082	1.363
616	deposit	vault	1.226	1.482	1.354
948	plea	appeal	1.541	1.147	1.344
1632	expansion	growth	-1.778	4.456	1.339
1235	sue	fraud	2.043	0.624	1.334
1589	kennel	vet	-0.39	3.056	1.333
1888	vet	kennel	3.056	-0.39	1.333
226	lung	tuberculosis	5.651	-3.009	1.321
1806	candidate	election	1.408	1.208	1.308
1670	emperor	dynasty	2.92	-0.332	1.294
399	disaster	panic	1.36	1.217	1.289
923	collar	overcoat	3.616	-1.053	1.281
1155	university	professor	1.502	1.037	1.269
1615	inhale	oxygen	0.245	2.28	1.263
833	flyer	retailer	1.935	0.587	1.261
1045	tunic	sandal	-1.206	3.726	1.26
388	department	institute	1.446	1.067	1.257
280	toaster	appliance	2.299	0.208	1.253
710	meadow	graze	2.941	-0.435	1.253
838	nutmeg	cinnamon	-0.115	2.604	1.245
1391	cologne	lotion	0.402	2.085	1.244
1078	literature	grammar	0.291	2.174	1.232
351	hunt	scavenger	4.453	-1.991	1.231
362	bail	plea	0.886	1.541	1.214
34	urn	casket	1.22	1.201	1.211
1951	nonsense	fool	-0.263	2.677	1.207
706	risk	jeopardy	4.311	-1.936	1.187
751	farmyard	pasture	0.266	2.108	1.187
1416	influence	effect	-0.471	2.829	1.179
940	prisoner	captive	2.443	-0.1	1.172
1347	mayor	treasurer	3.713	-1.378	1.167
478	death	epitaph	5.982	-3.676	1.153
604	stare	glare	2.279	0.027	1.153
801	hive	honeycomb	3.246	-0.952	1.147
44	fever	exhaustion	4.023	-1.731	1.146
1573	heap	rubble	2.454	-0.177	1.138
576	jade	emerald	1.094	1.171	1.132
1629	production	budget	0.211	2.051	1.131
1535	correspondent	news	-4.7	6.94	1.12
522	beautiful	graceful	3.264	-1.029	1.118
1581	cottage	manor	1.729	0.494	1.111
947	blame	responsibility	3.383	-1.183	1.1
925	sob	wail	1.576	0.617	1.096
186	mileage	gallon	-0.95	3.114	1.082
596	gallon	mileage	3.114	-0.95	1.082
1191	brilliant	genius	0.387	1.763	1.075
1020	vessel	cruiser	2.2	-0.055	1.073
1258	hurdle	sprint	1.395	0.742	1.069
624	territory	boundary	0.812	1.321	1.067
1410	decoration	interior	1.29	0.839	1.064
298	fortune	wealth	0.572	1.551	1.062
633	laughter	groan	2.065	0.059	1.062
1058	embrace	beloved	2.71	-0.596	1.057
1955	intelligence	information	-0.771	2.872	1.051
1502	beggar	peasant	0.653	1.444	1.048
249	raw	sear	3.948	-1.892	1.028
1146	garment	footwear	1.917	0.138	1.028
1031	hoe	sow	1.117	0.934	1.026
496	cardinal	friar	2.123	-0.081	1.021
795	pew	pulpit	2.439	-0.402	1.018
1172	carat	gold	-3.665	5.67	1.003
71	peddle	retailer	1.397	0.587	0.992
1067	thaw	glacier	0.719	1.26	0.99
374	burial	urn	0.745	1.22	0.983
1129	hunter	scavenger	3.957	-1.991	0.983
830	maiden	hairpin	0.657	1.303	0.98
1474	prop	stunt	1.013	0.946	0.979
571	mass	quantity	3.267	-1.314	0.977
638	orderly	emergency	-0.381	2.333	0.976
281	creature	specimen	2.575	-0.628	0.973
1490	casket	burial	1.201	0.745	0.973
1803	manure	pasture	-0.166	2.108	0.971
82	remedy	cure	0.607	1.31	0.958
208	gymnastics	athlete	-1.174	3.082	0.954
461	edge	chasm	5.36	-3.507	0.926
1043	vow	pact	1.338	0.515	0.926
1417	unknown	mystery	0.487	1.365	0.926
1054	decoy	lure	0.143	1.708	0.925
1620	awkward	nervous	-0.065	1.906	0.92
1779	nervous	awkward	1.906	-0.065	0.92
1075	junction	railroad	-1.264	3.096	0.916
1571	colony	invader	3.136	-1.31	0.913
1065	troupe	circus	-2.525	4.344	0.91
56	alien	invader	3.129	-1.31	0.909
1176	revolver	barrel	-1.225	3.041	0.908
148	quail	fowl	0.49	1.325	0.907
902	steak	brisket	4.784	-2.97	0.907
402	rumor	myth	0.187	1.612	0.9
856	mince	slice	-2.108	3.907	0.899
1780	typewriter	quill	0.992	0.801	0.897
305	sent	messenger	0.827	0.948	0.887
621	composer	pianist	0.189	1.584	0.886
632	triumph	victory	-0.634	2.385	0.875
817	minnow	sardine	1.239	0.511	0.875
707	minister	parliament	3.858	-2.11	0.874
927	hymn	psalm	2.209	-0.475	0.867
1185	settlement	agreement	0.59	1.12	0.855
928	obese	lard	1.343	0.361	0.852
954	foal	mare	0.111	1.592	0.852
1583	apartment	vacant	3.153	-1.453	0.85
1088	blessing	curse	-0.401	2.067	0.833
1303	blew	fuse	1.321	0.316	0.818
1049	butcher	grocer	1.766	-0.164	0.801
96	agreement	treaty	1.12	0.475	0.797
625	intense	emotion	0.15	1.436	0.793
648	moonlight	dusk	0.628	0.952	0.79
742	position	upright	2.18	-0.6	0.79
1662	atom	molecule	1.767	-0.189	0.789
75	instrument	oboe	2.477	-0.907	0.785
708	youth	innocence	3.896	-2.335	0.781
396	pancreas	liver	-2.801	4.351	0.775
1507	magic	mystic	3.239	-1.689	0.775
1283	admiral	fleet	0.416	1.124	0.77
1365	nature	conservation	4.536	-3.009	0.763
423	translation	alphabet	-1.294	2.812	0.759
477	vodka	gin	0.587	0.929	0.758
1006	gin	vodka	0.929	0.587	0.758
1593	pudding	mousse	3.356	-1.852	0.752
152	kale	spinach	-2.096	3.593	0.749
1660	slope	incline	2.767	-1.271	0.748
846	automobile	axle	2.078	-0.589	0.745
1297	dowager	queen	-4.947	6.43	0.741
839	rite	ceremony	-0.47	1.903	0.717
980	protocol	code	-3.065	4.452	0.694
528	fantasy	fable	0.525	0.854	0.689
872	franchise	product	-3.193	4.566	0.686
1486	heal	salve	2.612	-1.239	0.686
307	insurance	payment	-1.007	2.368	0.68
1468	hail	sleet	3.179	-1.825	0.677
568	dive	harpoon	3.896	-2.553	0.672
842	oath	pledge	-0.904	2.244	0.67
147	flora	pollen	-0.5	1.826	0.663
137	basket	satchel	4.488	-3.184	0.652
1635	rode	jockey	-0.347	1.639	0.646
989	professional	career	-0.417	1.704	0.644
718	cloak	tunic	2.488	-1.206	0.641
1424	graduation	academy	-0.283	1.555	0.636
136	bishop	parish	1.595	-0.332	0.631
1920	peaceful	harmony	0.674	0.585	0.629
758	humble	praise	-0.997	2.223	0.613
1498	skillet	spatula	0.811	0.415	0.613
1470	maze	labyrinth	3.335	-2.12	0.608
1887	wheat	flax	4.124	-2.933	0.596
1500	colonel	commander	-0.012	1.196	0.592
509	drove	rode	1.517	-0.347	0.585
1057	reap	sow	0.234	0.934	0.584
499	bore	amuse	1.547	-0.394	0.576
365	allow	legality	5.292	-4.144	0.574
1255	weep	sorrow	2.057	-0.941	0.558
382	fraud	scheme	0.624	0.449	0.537
543	identification	wallet	-2.447	3.517	0.535
734	infection	outbreak	2.445	-1.382	0.532
287	quake	rubble	1.238	-0.177	0.53
273	industry	economy	1.895	-0.838	0.528
837	servant	serf	1.66	-0.608	0.526
290	truth	deceit	4.552	-3.505	0.524
617	lust	sin	-1.717	2.763	0.523
469	fair	impartial	5.541	-4.508	0.517
