cond	onset	word1	word2
3.0	0	ƜΔƧƜϞ	ΞΓŒƟΨϞ
3.0	2	ƩδΔƘƋΨ	ƜƜƏδƘ
3.1	4	ŒΔδƟЖ	ŒΔδƟЖ
3.1	6	ƕϞƩЖƩ	ƕϞƩЖƩ
3.1	8	ƟƱƟƋƋ	ƟƱƟƋƋ
3.1	10	ƟƕƩƟƏ	ƟƕƩƟƏ
3.1	12	ƧŒϞƏΘƏ	ƧŒϞƏΘƏ
3.0	14	ƕΞЖƕЖƟ	ΓƧƟΞΞ
1.1	16	rock	stone
1.0	18	read	house
1.0	20	toilet	chicken
1.0	22	record	holiday
1.1	24	page	paper
1.0	26	dress	mountain
1.0	28	tree	first
1.0	30	restaurant	ink
4.0	32	ƜΓϞϞƧδ	ƏΓϞϞƧδ
4.0	34	ƘϞŒЖϞΦ	ƘΓŒЖϞΦ
4.0	36	δʖʖƱϞƩ	δʖʖδϞƩ
4.1	38	δδΔƏƧ	δδΔƏƧ
4.1	40	ƕΞΨƱƕƩ	ƕΞΨƱƕƩ
4.1	42	ΓʖƋƟƜƜ	ΓʖƋƟƜƜ
4.0	44	ΔʖƏϞΞ	ΔʖΦϞΞ
4.1	46	ƘΨƏЖΨ	ƘΨƏЖΨ
2.1	48	steal|removal|tush	loot|excise|strut
2.0	50	demolish|cure|surtax	polka|stalk|brigand
2.0	52	gig|poverty|lust	wallet|botany|impartial
2.0	54	wage|plea|falconer	enemy|vault|dogma
2.1	56	measure|drove|tremor	finite|rode|fissure
2.1	58	ornament|quail|abbess	adorn|fowl|convent
2.1	60	leek|wheat|analogy	asparagus|flax|simile
2.1	62	crypt|portray|franc	tomb|depict|lire
5.0	64	<REST>	<REST>
4.1	80	ʖΓδδƧ	ʖΓδδƧ
4.0	82	ΓЖδΨƘδ	ƏЖδΨƘδ
4.0	84	ƜΞδΘƩ	ƜƕδΘƩ
4.0	86	ƟΞƱƱΦƘ	ƟΞƱЖΦƘ
4.1	88	ϞƱƜƱŒ	ϞƱƜƱŒ
