cond	onset	word1	word2
4.0	0	ŒƟƘƕΨΔ	ŒƟƘƕƟΔ
4.1	2	ƘΘЖδƧЖ	ƘΘЖδƧЖ
4.1	4	ƕƧƕΔƟδ	ƕƧƕΔƟδ
4.1	6	ϞƟƩƋδƘ	ϞƟƩƋδƘ
4.0	8	δΞΓΞƋ	δΞδΞƋ
4.0	10	ƋΘδΦƧ	ƋϞδΦƧ
4.0	12	ʖƕδʖƟЖ	ʖƧδʖƟЖ
4.1	14	ƕΔƟΨƕƱ	ƕΔƟΨƕƱ
3.1	16	ƕƋƜƘƟ	ƕƋƜƘƟ
3.0	18	ƘϞΓΞΔδ	δΘЖЖΨ
3.1	20	ƏƏΞƏƩϞ	ƏƏΞƏƩϞ
3.0	22	ΔƱΨΘƜ	ϞƕΓƏƱƘ
3.0	24	ƱϞƋΞƧʖ	ƩΔΨΨʖ
3.0	26	ΨΓΨΦƩΓ	ƩʖƧƧʖ
3.1	28	ϞʖΦΔƏ	ϞʖΦΔƏ
3.1	30	ΦƏƕƟЖƟ	ΦƏƕƟЖƟ
5.0	32	<REST>	<REST>
1.1	48	school	teacher
1.1	50	pillow	blanket
1.0	52	read	house
1.1	54	light	darkness
1.1	56	water	swim
1.0	58	shield	husband
1.0	60	football	stain
1.1	62	film	movie
3.1	64	ƜƟʖƕƩƜ	ƜƟʖƕƩƜ
3.1	66	ƱΨŒʖƱ	ƱΨŒʖƱ
3.0	68	ƟƩƧƋŒƟ	ƱЖΞЖƱ
3.1	70	ƩΓΘƘʖΞ	ƩΓΘƘʖΞ
3.0	72	ΘƋϞƱϞ	ƧʖΘʖΨΔ
3.0	74	ƜΔϞƟΘΔ	ƋΓΔƜƋ
3.0	76	ŒΘŒƩƋ	ƧϞΔƟΔʖ
3.0	78	ΔΨƏƏƱ	δʖƧƧЖΦ
4.0	80	ΔƩΦƏƜŒ	ΔƜΦƏƜŒ
4.1	82	ƘƏЖƋƏƧ	ƘƏЖƋƏƧ
4.0	84	δΞƋƘƱƕ	ʖΞƋƘƱƕ
4.1	86	ϞƟƜЖЖ	ϞƟƜЖЖ
4.1	88	ƘϞƟϞδƱ	ƘϞƟϞδƱ
4.1	90	ΘƟʖΦƘƧ	ΘƟʖΦƘƧ
4.1	92	ʖŒƕδЖŒ	ʖŒƕδЖŒ
4.0	94	ΘƟΔƟʖΘ	ΘƟƏƟʖΘ
3.0	96	ΦΨЖƏΞ	ϞϞΓƟδΘ
3.1	98	ŒƋΘΓƋΓ	ŒƋΘΓƋΓ
3.1	100	ƩŒƏƕƏ	ƩŒƏƕƏ
3.0	102	ƜδƏƟΨ	ƋƩΨЖŒΘ
3.0	104	ƜŒƜƋƜ	ƕϞƏδƧŒ
3.1	106	δϞΔƋƘΨ	δϞΔƋƘΨ
3.0	108	ƋƋƧЖƏ	δƏΓƩŒƟ
3.1	110	ƕʖƕƟƋ	ƕʖƕƟƋ
5.0	112	<REST>	<REST>
4.0	128	ƟΘΞŒƜƟ	ƟΘΞŒƜƋ
4.1	130	ΦƱƏδΞ	ΦƱƏδΞ
4.1	132	ƧϞƜΞƧ	ƧϞƜΞƧ
4.0	134	ΦƜƏΔϞ	ΦΔƏΔϞ
4.1	136	ƩƟƕƱƱ	ƩƟƕƱƱ
4.0	138	ƘΦϞƜƱ	ƘΦƏƜƱ
4.0	140	ƟʖΨƘƕŒ	ƟƋΨƘƕŒ
4.0	142	δƱЖƱƜƧ	δЖЖƱƜƧ
3.1	144	ʖϞŒƏΨƋ	ʖϞŒƏΨƋ
3.1	146	ΞŒƕŒƩ	ΞŒƕŒƩ
3.1	148	ƜЖΓЖϞΔ	ƜЖΓЖϞΔ
3.1	150	ЖΞΔƩΓΘ	ЖΞΔƩΓΘ
3.1	152	ΞƟΓƩΘ	ΞƟΓƩΘ
3.1	154	ΨƜΔΓʖЖ	ΨƜΔΓʖЖ
3.0	156	ƏƋΓЖϞΨ	ʖΓƘϞΞ
3.0	158	ƜЖΦŒΨϞ	ΓƏΨЖŒ
1.1	160	thumb	hand
1.1	162	cigarette	fire
1.1	164	sister	brother
1.0	166	contract	point
1.0	168	restaurant	ink
1.1	170	room	house
1.1	172	watch	show
1.1	174	bedroom	closet
2.1	176	act|despise|thud	encore|hatred|clang
2.0	178	glad|burlap|slime	spasm|heroism|dolt
2.1	180	decorate|portray|discord	adorn|depict|clamor
2.1	182	pedal|scheme|desolate	ignition|cunning|bleak
2.1	184	suspect|revenge|ego	motive|grudge|vanity
2.0	186	brandy|zone|beau	dispute|wharf|dictation
2.0	188	stern|clink|gist	risk|slip|deity
2.0	190	frenzy|amuse|inferno	fencing|beak|rector
1.0	192	shirt	ball
1.0	194	girl	sleep
1.1	196	throw	ball
1.0	198	teacher	insect
