cond	onset	word1	word2
1.0	0	father	movie
1.0	2	breakfast	tie
1.1	4	gift	present
1.1	6	state	capital
1.1	8	tree	branch
1.1	10	village	town
1.0	12	school	bird
1.1	14	radio	station
4.1	16	ŒΨΞƩδ	ŒΨΞƩδ
4.1	18	ƏƟƩƏΔƏ	ƏƟƩƏΔƏ
4.0	20	ƋΨʖƘΞƕ	ƋƕʖƘΞƕ
4.0	22	ƧƧƟŒƏ	ƧʖƟŒƏ
4.0	24	ŒƋϞƟΘ	ƜƋϞƟΘ
4.0	26	ƱƟƜΨΨ	ƏƟƜΨΨ
4.1	28	ΘΞƕƕƱ	ΘΞƕƕƱ
4.1	30	ϞƧƧϞƕ	ϞƧƧϞƕ
1.0	32	mirror	branch
1.0	34	walk	blanket
1.0	36	magazine	soil
1.1	38	mail	letter
1.1	40	family	home
1.1	42	flower	rose
1.0	44	animal	cold
1.0	46	shell	flower
4.0	48	ΞΨƱƧΘΦ	ΔΨƱƧΘΦ
4.1	50	δƋƱƕƩƕ	δƋƱƕƩƕ
4.0	52	ƏƧΘΔƩƕ	ƏƧΘΔƩΔ
4.0	54	ΔΨƟƘΘ	ΔΨƟƏΘ
4.1	56	ʖƧƋƱΨ	ʖƧƋƱΨ
4.0	58	ŒΦδƏΓΨ	ŒΦδŒΓΨ
4.0	60	ƜƏŒƏΘΓ	ƜΓŒƏΘΓ
4.0	62	ΘƕΔʖΦ	ΘƕΔʖƧ
2.1	64	span|sash|suede	length|girdle|mohair
2.1	66	fraud|cloak|prosper	scheme|tunic|toil
2.0	68	wizard|bandit|spasm	aerial|encore|eaves
2.1	70	cube|soar|friar	sphere|flutter|rector
2.0	72	haul|heroin|hybrid	acrobat|polio|levity
2.0	74	native|weep|quiver	dreary|scheme|gasket
2.0	76	mash|friar|gilt	kettle|furnace|ornate
2.0	78	decoy|literal|lyre	nervous|beret|agility
3.1	80	ϞΓδŒƱ	ϞΓδŒƱ
3.1	82	ΨϞƕƧΨƟ	ΨϞƕƧΨƟ
3.1	84	ʖΨƜΓƟΓ	ʖΨƜΓƟΓ
3.0	86	ϞΓΓƏƋ	ƜƋƟΘƱ
3.0	88	ƩƘϞƘƋЖ	ŒƕΨϞΦƘ
3.1	90	ΘƜΔƩƟΨ	ΘƜΔƩƟΨ
3.0	92	ŒΞΦƟΦ	ʖƩΨƋƋ
3.1	94	ƩŒƩΨʖƜ	ƩŒƩΨʖƜ
2.0	96	emotion|mink|ego	coil|minnow|flicker
2.0	98	glitter|stale|dowager	mercy|depict|axle
2.0	100	maiden|algebra|vise	stunt|pore|panorama
2.0	102	stable|sleet|bravery	thaw|shriek|lunge
2.0	104	siren|elegant|gavel	blush|vigil|frock
2.1	106	troupe|duel|parish	circus|fencing|rector
2.1	108	bristle|stupid|abhor	pore|dolt|condemn
2.0	110	thaw|stride|bard	retailer|slay|rubble
5.0	112	<REST>	<REST>
3.0	128	ϞϞΓΔϞ	ŒƟƜϞƏ
3.0	130	ƘƏϞδƩƟ	ΓδΦΔΓƱ
3.0	132	ΓƟЖΘΨΦ	ƧΞƏЖƩʖ
3.0	134	ƧƱϞʖΞ	ƕδƋƘƜ
3.1	136	δŒƟΞΞƋ	δŒƟΞΞƋ
3.0	138	ЖʖƟΞʖ	ΓƜƘŒƟ
3.1	140	ΘƟƱƋΔ	ΘƟƱƋΔ
3.0	142	ΞŒƱʖƕ	ƧЖϞΔδ
4.1	144	ЖΦƟƩΨ	ЖΦƟƩΨ
4.1	146	ƱΔƱΨƜ	ƱΔƱΨƜ
4.0	148	ΓƩƋƕδ	ΓƩΦƕδ
4.1	150	ϞƩΨϞƋΞ	ϞƩΨϞƋΞ
4.0	152	ƱƟΦΞƏ	ΘƟΦΞƏ
4.1	154	ƕŒƏΘƟΨ	ƕŒƏΘƟΨ
4.0	156	ΞƋƏƧʖЖ	ΞƋƏδʖЖ
