cond	onset	word1	word2
4.1	0	ΘΨЖƟΞʖ	ΘΨЖƟΞʖ
4.0	2	ŒƟΘƟʖƧ	ŒƟΘƟʖΓ
4.0	4	δƜƧδΓ	δƜƧϞΓ
4.0	6	ΞƧΞΞδ	ΞƧŒΞδ
4.1	8	ƟΨΦƕʖ	ƟΨΦƕʖ
4.1	10	ƜƕΦΘƜΘ	ƜƕΦΘƜΘ
4.1	12	ƱΘϞʖΘ	ƱΘϞʖΘ
4.1	14	ŒƘΘΔδƩ	ŒƘΘΔδƩ
1.1	16	banana	apple
1.1	18	line	straight
1.1	20	tape	record
1.1	22	mother	father
1.0	24	knife	brother
1.0	26	father	movie
1.0	28	water	black
1.1	30	mirror	face
3.0	32	ƩΞΘƋƏ	ΔƘϞƕƕ
3.0	34	ŒδƋƋЖΞ	ΔƱΞΓƧƧ
3.1	36	ΨŒϞƧƘ	ΨŒϞƧƘ
3.0	38	ΞʖЖΓƧΦ	ΔδƩƟƏΔ
3.0	40	ƕƕƘƋδƩ	ƋΘʖƜΦΘ
3.1	42	ƱʖʖƧƟƧ	ƱʖʖƧƟƧ
3.0	44	ƩƜƩΨƩ	ƟΓŒƧΘ
3.0	46	ƜΨƩΦƟ	ƱΞΘƟΘ
5.0	48	<REST>	<REST>
2.1	64	bishop|finance|friar	parish|audit|rector
2.0	66	topic|soar|perish	shone|regret|lunge
2.1	68	flora|oath|entree	pollen|pledge|savory
2.1	70	haul|chuckle|chasm	freight|yelp|fissure
2.0	72	slit|reed|gavel	future|curfew|frock
2.0	74	mash|elegant|scowl	kettle|vigil|clang
2.0	76	hatchet|cope|carat	fury|outpost|pulpit
2.1	78	quake|gasket|graceful	rubble|piston|gait
5.0	80	<REST>	<REST>
2.1	96	rite|hunger|mortar	ceremony|glut|pestle
2.0	98	flute|fraud|vise	burrow|sorrow|panorama
2.0	100	jerk|whiff|vague	theory|outcome|gullet
2.1	102	wise|heap|mutton	advice|rubble|veal
2.1	104	tunic|cuisine|parish	sandal|bland|rector
2.1	106	priest|rugged|yoke	pious|jagged|tyranny
2.0	108	flavor|sane|frill	merry|thistle|pummel
2.1	110	bristle|remedy|vigil	pore|cure|dirge
3.1	112	ΦΞΦƧƱЖ	ΦΞΦƧƱЖ
3.0	114	ƜΓŒƧƩƱ	ΔŒЖΘΨƧ
3.0	116	ΨδŒΞΔΘ	ƧΦΦΓƘƱ
3.0	118	ƧʖƘΓΓΘ	ƟƟƱƱƧŒ
3.0	120	ΞʖδƘƋЖ	ʖΔЖΘΔΓ
3.1	122	ƏŒʖЖƩƟ	ƏŒʖЖƩƟ
3.1	124	ƩƜƕŒΘ	ƩƜƕŒΘ
3.1	126	ΓΓΞϞЖ	ΓΓΞϞЖ
2.1	128	sense|math|suede	logic|calculus|mohair
2.1	130	truth|squeak|abhor	deceit|clang|condemn
2.1	132	drum|scotch|replete	cymbal|brandy|teem
2.1	134	protocol|abyss|edict	code|plunge|decree
2.0	136	debut|crime|watt	payment|gleam|vanity
2.1	138	servant|malaria|gilt	serf|polio|ornate
2.0	140	wizard|stale|kale	aerial|depict|incline
2.1	142	cannon|spare|botany	mortar|mercy|flora
2.1	144	humble|led|tame	praise|conquest|docile
2.0	146	intense|cult|quiver	dusk|prosper|gasket
2.1	148	charm|vague|epitaph	appeal|context|wrote
2.1	150	pause|cope|dandruff	brief|hardship|lice
